system:index,mean,.geo
10,0.3704176952357282,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.754399603698396],[-79.84564861548601,39.720814182305986],[-79.84352595633487,39.72083111258577],[-79.80708021971671,39.720834306587086],[-79.80073285128005,39.720832954103564],[-79.80073285128005,39.75439960369839],[-79.84564861548601,39.754399603698396]]]}"
11,0.4142584298664029,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.75439960369839],[-79.98039590810394,39.720953300435],[-79.96380101700164,39.72090729744095],[-79.94057016706235,39.72078796161903],[-79.93548014389796,39.72077544379266],[-79.93548014389796,39.75439960369839],[-79.98039590810394,39.75439960369839]]]}"
12,0.311980367765496,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.75439960369839],[-79.93548014389796,39.72077544379266],[-79.92942052031249,39.720760541440846],[-79.9160521735728,39.72073275098175],[-79.90216495732763,39.72067476578314],[-79.890564379692,39.72066020276503],[-79.890564379692,39.75439960369839],[-79.93548014389796,39.75439960369839]]]}"
13,0.3655963421741121,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.75439960369839],[-79.890564379692,39.72066020276503],[-79.88181390238285,39.72064921767761],[-79.87475580111811,39.72067320767001],[-79.8534729009259,39.720751775988155],[-79.84564861548601,39.720814182305986],[-79.84564861548601,39.754399603698396],[-79.890564379692,39.75439960369839]]]}"
14,0.42009849173338737,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.754399603698396],[-79.80073285128005,39.75439960369839],[-79.80073285128005,39.78892186046181],[-79.84564861548601,39.78892186046181],[-79.84564861548601,39.754399603698396]]]}"
15,0.4467763314322769,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.75439960369839],[-79.84564861548601,39.754399603698396],[-79.84564861548601,39.78892186046181],[-79.890564379692,39.78892186046181],[-79.890564379692,39.75439960369839]]]}"
16,0.4319023409376965,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.75439960369839],[-79.93548014389796,39.75439960369839],[-79.93548014389796,39.78892186046181],[-79.98039590810394,39.78892186046181],[-79.98039590810394,39.75439960369839]]]}"
17,0.3514977940312262,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.75439960369839],[-79.890564379692,39.75439960369839],[-79.890564379692,39.78892186046181],[-79.93548014389796,39.78892186046181],[-79.93548014389796,39.75439960369839]]]}"
18,0.39221040219884334,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.78892186046181],[-79.890564379692,39.78892186046181],[-79.890564379692,39.823426802326004],[-79.93548014389796,39.823426802326004],[-79.93548014389796,39.78892186046181]]]}"
19,0.47001400729025644,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.823426802326004],[-79.84564861548601,39.823426802326004],[-79.84564861548601,39.78892186046181]]]}"
20,0.2820804148295169,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.80073285128005,39.720832954103564],[-79.76384715595503,39.72082509457946],[-79.75961841533999,39.72082369606303],[-79.75581708707406,39.72081263333929],[-79.75581708707406,39.75439960369839],[-79.80073285128005,39.75439960369839]]]}"
21,0.25825752273974406,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.72081263333929],[-79.7497348471644,39.72079493264757],[-79.74777902430655,39.72079419504794],[-79.72036643560692,39.72085676510168],[-79.71090132286808,39.72089104298235],[-79.71090132286808,39.75439960369839],[-79.75581708707406,39.75439960369839]]]}"
22,0.27330021255672393,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.72089104298235],[-79.70190949902887,39.720923606848515],[-79.69861527816333,39.720935075460005],[-79.67012787930449,39.72097112892528],[-79.66598555866213,39.7209805048917],[-79.66598555866213,39.75439960369839],[-79.71090132286808,39.75439960369839]]]}"
23,0.32337417242576855,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.7209805048917],[-79.63866999767052,39.72104233250106],[-79.62469651149893,39.72094437702124],[-79.62106979445613,39.72096540514711],[-79.62106979445613,39.75439960369839],[-79.66598555866213,39.75439960369839]]]}"
24,0.34638018571295576,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.75439960369839],[-79.75581708707406,39.75439960369839],[-79.75581708707406,39.78892186046181],[-79.80073285128005,39.78892186046181],[-79.80073285128005,39.75439960369839]]]}"
25,0.3210539673885292,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.75439960369839],[-79.57615403025017,39.75439960369839],[-79.57615403025017,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.75439960369839]]]}"
26,0.291016284405979,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.75439960369839],[-79.62106979445613,39.75439960369839],[-79.62106979445613,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.75439960369839]]]}"
27,0.26531807335536184,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.75439960369839],[-79.66598555866213,39.75439960369839],[-79.66598555866213,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.75439960369839]]]}"
28,0.263485637044505,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.75439960369839],[-79.71090132286808,39.75439960369839],[-79.71090132286808,39.78892186046181],[-79.75581708707406,39.78892186046181],[-79.75581708707406,39.75439960369839]]]}"
29,0.27702806867632057,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.78892186046181],[-79.71090132286808,39.78892186046181],[-79.71090132286808,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.78892186046181]]]}"
30,0.3921545884429469,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.78892186046181],[-79.3066594450143,39.78892186046181],[-79.3066594450143,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.78892186046181]]]}"
31,0.27831251139618823,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.78892186046181],[-79.39649097342625,39.78892186046181],[-79.39649097342625,39.823426802326004],[-79.44140673763222,39.82342680232601],[-79.44140673763222,39.78892186046181]]]}"
32,0.39526690451309876,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.823426802326004],[-79.3066594450143,39.823426802326004],[-79.3066594450143,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.823426802326004]]]}"
33,0.28493917850984046,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.823426802326004],[-79.35157520922027,39.823426802326004],[-79.35157520922027,39.857914425467584],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.823426802326004]]]}"
34,0.259674785220242,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.82342680232601],[-79.39649097342625,39.823426802326004],[-79.39649097342625,39.857914425467584],[-79.44140673763222,39.85791442546759],[-79.44140673763222,39.82342680232601]]]}"
35,0.36169266377164166,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.823426802326004],[-79.26174368080832,39.82342680232601],[-79.26174368080832,39.85791442546759],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.823426802326004]]]}"
36,0.3316923848363053,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.85791442546759],[-79.39649097342625,39.857914425467584],[-79.39649097342625,39.892384726090214],[-79.44140673763222,39.892384726090214],[-79.44140673763222,39.85791442546759]]]}"
37,0.37832593729865704,"{""type"":""Polygon"",""coordinates"":[[[-79.3066594450143,39.857914425467584],[-79.26174368080832,39.85791442546759],[-79.26174368080832,39.892384726090214],[-79.3066594450143,39.89238472609021],[-79.3066594450143,39.857914425467584]]]}"
38,0.2915032700911652,"{""type"":""Polygon"",""coordinates"":[[[-79.35157520922027,39.857914425467584],[-79.3066594450143,39.857914425467584],[-79.3066594450143,39.89238472609021],[-79.35157520922027,39.89238472609021],[-79.35157520922027,39.857914425467584]]]}"
39,0.26700331747217465,"{""type"":""Polygon"",""coordinates"":[[[-79.39649097342625,39.857914425467584],[-79.35157520922027,39.857914425467584],[-79.35157520922027,39.89238472609021],[-79.39649097342625,39.892384726090214],[-79.39649097342625,39.857914425467584]]]}"
40,0.26464885246538083,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.78892186046181],[-79.66598555866213,39.78892186046181],[-79.66598555866213,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.78892186046181]]]}"
41,0.26747058560704945,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.78892186046181],[-79.62106979445613,39.78892186046181],[-79.62106979445613,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.78892186046181]]]}"
42,0.26349438536702485,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.823426802326004],[-79.66598555866213,39.823426802326004],[-79.66598555866213,39.857914425467584],[-79.71090132286808,39.857914425467584],[-79.71090132286808,39.823426802326004]]]}"
43,0.26754011632582725,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.823426802326004],[-79.62106979445613,39.823426802326004],[-79.62106979445613,39.857914425467584],[-79.66598555866213,39.857914425467584],[-79.66598555866213,39.823426802326004]]]}"
44,0.35794200143502547,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.823426802326004],[-79.71090132286808,39.823426802326004],[-79.71090132286808,39.857914425467584],[-79.75581708707406,39.857914425467584],[-79.75581708707406,39.823426802326004]]]}"
45,0.2875483767648476,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.823426802326004],[-79.57615403025017,39.823426802326004],[-79.57615403025017,39.85791442546759],[-79.62106979445613,39.857914425467584],[-79.62106979445613,39.823426802326004]]]}"
46,0.4156818952704284,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.823426802326004],[-79.75581708707406,39.823426802326004],[-79.75581708707406,39.857914425467584],[-79.80073285128005,39.857914425467584],[-79.80073285128005,39.823426802326004]]]}"
47,0.40392027784805756,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.857914425467584],[-79.71090132286808,39.857914425467584],[-79.71090132286808,39.892384726090214],[-79.75581708707406,39.892384726090214],[-79.75581708707406,39.857914425467584]]]}"
48,0.34984146165599966,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.857914425467584],[-79.66598555866213,39.857914425467584],[-79.66598555866213,39.89238472609021],[-79.71090132286808,39.892384726090214],[-79.71090132286808,39.857914425467584]]]}"
49,0.42753192562224296,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.857914425467584],[-79.75581708707406,39.857914425467584],[-79.75581708707406,39.892384726090214],[-79.80073285128005,39.892384726090214],[-79.80073285128005,39.857914425467584]]]}"
50,0.2967445964956758,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.78892186046181],[-79.57615403025017,39.78892186046181],[-79.57615403025017,39.823426802326004],[-79.62106979445613,39.823426802326004],[-79.62106979445613,39.78892186046181]]]}"
51,0.28449545069985244,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.78892186046181],[-79.44140673763222,39.78892186046181],[-79.44140673763222,39.82342680232601],[-79.48632250183822,39.823426802326004],[-79.48632250183822,39.78892186046181]]]}"
52,0.29855562084224374,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.823426802326004],[-79.48632250183822,39.823426802326004],[-79.48632250183822,39.857914425467584],[-79.53123826604418,39.857914425467584],[-79.53123826604418,39.823426802326004]]]}"
53,0.31391542649993687,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.823426802326004],[-79.53123826604418,39.823426802326004],[-79.53123826604418,39.857914425467584],[-79.57615403025017,39.85791442546759],[-79.57615403025017,39.823426802326004]]]}"
54,0.33217113120591374,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.823426802326004],[-79.44140673763222,39.82342680232601],[-79.44140673763222,39.85791442546759],[-79.48632250183822,39.857914425467584],[-79.48632250183822,39.823426802326004]]]}"
55,0.3415213702849009,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.857914425467584],[-79.44140673763222,39.85791442546759],[-79.44140673763222,39.892384726090214],[-79.48632250183822,39.89238472609021],[-79.48632250183822,39.857914425467584]]]}"
56,0.26646629890499735,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.85791442546759],[-79.53123826604418,39.857914425467584],[-79.53123826604418,39.892384726090214],[-79.57615403025017,39.892384726090214],[-79.57615403025017,39.85791442546759]]]}"
57,0.3169806687486515,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.857914425467584],[-79.48632250183822,39.857914425467584],[-79.48632250183822,39.89238472609021],[-79.53123826604418,39.892384726090214],[-79.53123826604418,39.857914425467584]]]}"
58,0.28593585132189575,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.857914425467584],[-79.57615403025017,39.85791442546759],[-79.57615403025017,39.892384726090214],[-79.62106979445613,39.892384726090214],[-79.62106979445613,39.857914425467584]]]}"
59,0.285289016531004,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.89238472609021],[-79.44140673763222,39.892384726090214],[-79.44140673763222,39.926837700424514],[-79.48632250183822,39.92683770042452],[-79.48632250183822,39.89238472609021]]]}"
60,0.44081192946983105,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.78892186046181],[-79.93548014389796,39.78892186046181],[-79.93548014389796,39.823426802326004],[-79.98039590810394,39.823426802326004],[-79.98039590810394,39.78892186046181]]]}"
61,0.47507621537403794,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.78892186046181],[-79.84564861548601,39.78892186046181],[-79.84564861548601,39.823426802326004],[-79.890564379692,39.823426802326004],[-79.890564379692,39.78892186046181]]]}"
62,0.376462825671031,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.78892186046181],[-79.75581708707406,39.78892186046181],[-79.75581708707406,39.823426802326004],[-79.80073285128005,39.823426802326004],[-79.80073285128005,39.78892186046181]]]}"
63,0.4481538542283647,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.823426802326004],[-79.84564861548601,39.823426802326004],[-79.84564861548601,39.857914425467584],[-79.890564379692,39.85791442546759],[-79.890564379692,39.823426802326004]]]}"
64,0.3721560505590968,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.823426802326004],[-79.890564379692,39.823426802326004],[-79.890564379692,39.85791442546759],[-79.93548014389796,39.857914425467584],[-79.93548014389796,39.823426802326004]]]}"
65,0.446294616500532,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.823426802326004],[-79.80073285128005,39.823426802326004],[-79.80073285128005,39.857914425467584],[-79.84564861548601,39.857914425467584],[-79.84564861548601,39.823426802326004]]]}"
66,0.425532527339748,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.85791442546759],[-79.84564861548601,39.857914425467584],[-79.84564861548601,39.892384726090214],[-79.890564379692,39.89238472609021],[-79.890564379692,39.85791442546759]]]}"
67,0.34672363181759114,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.857914425467584],[-79.890564379692,39.85791442546759],[-79.890564379692,39.89238472609021],[-79.93548014389796,39.892384726090214],[-79.93548014389796,39.857914425467584]]]}"
68,0.4432350982033415,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.857914425467584],[-79.80073285128005,39.857914425467584],[-79.80073285128005,39.892384726090214],[-79.84564861548601,39.892384726090214],[-79.84564861548601,39.857914425467584]]]}"
69,0.41068665709563734,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.892384726090214],[-79.75581708707406,39.892384726090214],[-79.75581708707406,39.92683770042452],[-79.80073285128005,39.926837700424514],[-79.80073285128005,39.892384726090214]]]}"
70,0.2567369830282323,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.857914425467584],[-79.62106979445613,39.857914425467584],[-79.62106979445613,39.892384726090214],[-79.66598555866213,39.89238472609021],[-79.66598555866213,39.857914425467584]]]}"
71,0.30029853703072035,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.89238472609021],[-79.62106979445613,39.892384726090214],[-79.62106979445613,39.92683770042452],[-79.66598555866213,39.926837700424514],[-79.66598555866213,39.89238472609021]]]}"
72,0.3229300023962129,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.892384726090214],[-79.71090132286808,39.892384726090214],[-79.71090132286808,39.92683770042452],[-79.75581708707406,39.92683770042452],[-79.75581708707406,39.892384726090214]]]}"
73,0.39436535017344926,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.892384726090214],[-79.66598555866213,39.89238472609021],[-79.66598555866213,39.926837700424514],[-79.71090132286808,39.92683770042452],[-79.71090132286808,39.892384726090214]]]}"
74,0.29526794896889413,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.92683770042452],[-79.57615403025017,39.92683770042452],[-79.57615403025017,39.96127334472811],[-79.62106979445613,39.96127334472811],[-79.62106979445613,39.92683770042452]]]}"
75,0.4173153212981685,"{""type"":""Polygon"",""coordinates"":[[[-79.75581708707406,39.92683770042452],[-79.71090132286808,39.92683770042452],[-79.71090132286808,39.96127334472811],[-79.75581708707406,39.96127334472811],[-79.75581708707406,39.92683770042452]]]}"
76,0.43055034690875077,"{""type"":""Polygon"",""coordinates"":[[[-79.71090132286808,39.92683770042452],[-79.66598555866213,39.926837700424514],[-79.66598555866213,39.96127334472811],[-79.71090132286808,39.96127334472811],[-79.71090132286808,39.92683770042452]]]}"
77,0.3504577766238026,"{""type"":""Polygon"",""coordinates"":[[[-79.66598555866213,39.926837700424514],[-79.62106979445613,39.92683770042452],[-79.62106979445613,39.96127334472811],[-79.66598555866213,39.96127334472811],[-79.66598555866213,39.926837700424514]]]}"
78,0.3166879085855552,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.96127334472811],[-79.57615403025017,39.96127334472811],[-79.57615403025017,39.995691655285526],[-79.62106979445613,39.995691655285526],[-79.62106979445613,39.96127334472811]]]}"
79,0.4072020623072463,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.96127334472811],[-79.75581708707406,39.96127334472811],[-79.75581708707406,39.99569165528552],[-79.80073285128005,39.99569165528552],[-79.80073285128005,39.96127334472811]]]}"
80,0.24595441013960365,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.892384726090214],[-79.48632250183822,39.89238472609021],[-79.48632250183822,39.92683770042452],[-79.53123826604418,39.92683770042452],[-79.53123826604418,39.892384726090214]]]}"
81,0.2683310132651216,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.892384726090214],[-79.39649097342625,39.892384726090214],[-79.39649097342625,39.926837700424514],[-79.44140673763222,39.926837700424514],[-79.44140673763222,39.892384726090214]]]}"
82,0.2795082270741144,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.892384726090214],[-79.53123826604418,39.892384726090214],[-79.53123826604418,39.92683770042452],[-79.57615403025017,39.92683770042452],[-79.57615403025017,39.892384726090214]]]}"
83,0.27126872090994975,"{""type"":""Polygon"",""coordinates"":[[[-79.62106979445613,39.892384726090214],[-79.57615403025017,39.892384726090214],[-79.57615403025017,39.92683770042452],[-79.62106979445613,39.92683770042452],[-79.62106979445613,39.892384726090214]]]}"
84,0.34112355474079953,"{""type"":""Polygon"",""coordinates"":[[[-79.44140673763222,39.926837700424514],[-79.39649097342625,39.926837700424514],[-79.39649097342625,39.96127334472811],[-79.44140673763222,39.96127334472811],[-79.44140673763222,39.926837700424514]]]}"
85,0.3402186401696229,"{""type"":""Polygon"",""coordinates"":[[[-79.53123826604418,39.92683770042452],[-79.48632250183822,39.92683770042452],[-79.48632250183822,39.96127334472811],[-79.53123826604418,39.96127334472811],[-79.53123826604418,39.92683770042452]]]}"
86,0.4637057001771782,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.92683770042452],[-79.44140673763222,39.926837700424514],[-79.44140673763222,39.96127334472811],[-79.48632250183822,39.96127334472811],[-79.48632250183822,39.92683770042452]]]}"
87,0.2992068066463042,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.92683770042452],[-79.53123826604418,39.92683770042452],[-79.53123826604418,39.96127334472811],[-79.57615403025017,39.96127334472811],[-79.57615403025017,39.92683770042452]]]}"
88,0.2740763407939709,"{""type"":""Polygon"",""coordinates"":[[[-79.57615403025017,39.96127334472811],[-79.53123826604418,39.96127334472811],[-79.53123826604418,39.995691655285526],[-79.57615403025017,39.995691655285526],[-79.57615403025017,39.96127334472811]]]}"
89,0.3874642230160796,"{""type"":""Polygon"",""coordinates"":[[[-79.48632250183822,39.96127334472811],[-79.44140673763222,39.96127334472811],[-79.44140673763222,39.995691655285526],[-79.48632250183822,39.99569165528552],[-79.48632250183822,39.96127334472811]]]}"
90,0.42057352414330545,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.89238472609021],[-79.84564861548601,39.892384726090214],[-79.84564861548601,39.92683770042452],[-79.890564379692,39.92683770042452],[-79.890564379692,39.89238472609021]]]}"
91,0.46246345728740224,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.892384726090214],[-79.93548014389796,39.892384726090214],[-79.93548014389796,39.926837700424514],[-79.98039590810394,39.926837700424514],[-79.98039590810394,39.892384726090214]]]}"
92,0.3656518879543654,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.892384726090214],[-79.890564379692,39.89238472609021],[-79.890564379692,39.92683770042452],[-79.93548014389796,39.926837700424514],[-79.93548014389796,39.892384726090214]]]}"
93,0.45636140207682696,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.892384726090214],[-79.80073285128005,39.892384726090214],[-79.80073285128005,39.926837700424514],[-79.84564861548601,39.92683770042452],[-79.84564861548601,39.892384726090214]]]}"
94,0.41767848904589655,"{""type"":""Polygon"",""coordinates"":[[[-79.80073285128005,39.926837700424514],[-79.75581708707406,39.92683770042452],[-79.75581708707406,39.96127334472811],[-79.80073285128005,39.96127334472811],[-79.80073285128005,39.926837700424514]]]}"
95,0.40562253597043385,"{""type"":""Polygon"",""coordinates"":[[[-79.890564379692,39.92683770042452],[-79.84564861548601,39.92683770042452],[-79.84564861548601,39.96127334472811],[-79.890564379692,39.96127334472811],[-79.890564379692,39.92683770042452]]]}"
96,0.4408158181525361,"{""type"":""Polygon"",""coordinates"":[[[-79.84564861548601,39.92683770042452],[-79.80073285128005,39.926837700424514],[-79.80073285128005,39.96127334472811],[-79.84564861548601,39.96127334472811],[-79.84564861548601,39.92683770042452]]]}"
97,0.4034168033456949,"{""type"":""Polygon"",""coordinates"":[[[-79.98039590810394,39.926837700424514],[-79.93548014389796,39.926837700424514],[-79.93548014389796,39.96127334472811],[-79.98039590810394,39.96127334472811],[-79.98039590810394,39.926837700424514]]]}"
98,0.3870486783490925,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.926837700424514],[-79.890564379692,39.92683770042452],[-79.890564379692,39.96127334472811],[-79.93548014389796,39.96127334472811],[-79.93548014389796,39.926837700424514]]]}"
99,0.4210098410654417,"{""type"":""Polygon"",""coordinates"":[[[-79.93548014389796,39.96127334472811],[-79.890564379692,39.96127334472811],[-79.890564379692,39.99569165528552],[-79.93548014389796,39.99569165528552],[-79.93548014389796,39.96127334472811]]]}"
100,0.4176985674563528,"{""type"":""Polygon"",""coordinates"":[[[-80.47446931436968,39.75439960369839],[-80.47446931436968,39.721257186272986],[-80.45316766835597,39.721287774141196],[-80.4295535501637,39.72131835973821],[-80.4295535501637,39.75439960369839],[-80.47446931436968,39.75439960369839]]]}"
101,0.39619545717241117,"{""type"":""Polygon"",""coordinates"":[[[-80.38463778595774,39.75439960369839],[-80.38463778595774,39.72138017999327],[-80.3748200909392,39.721420677487],[-80.35936112270642,39.72142837158169],[-80.33972202175175,39.721417600162184],[-80.33972202175175,39.75439960369839],[-80.38463778595774,39.75439960369839]]]}"
102,0.4109739666215166,"{""type"":""Polygon"",""coordinates"":[[[-80.47446931436968,39.75439960369839],[-80.51927560325501,39.75439960369839],[-80.51926697247599,39.72134222382713],[-80.51522644540682,39.721292706394365],[-80.49979603087212,39.72126383819214],[-80.48630511941569,39.72124019077675],[-80.47446931436968,39.721257186272986],[-80.47446931436968,39.75439960369839]]]}"
103,0.4179826929371441,"{""type"":""Polygon"",""coordinates"":[[[-80.4295535501637,39.75439960369839],[-80.4295535501637,39.72131835973821],[-80.42135325223924,39.72132898096937],[-80.40125473803282,39.72131163590923],[-80.38463778595774,39.72138017999327],[-80.38463778595774,39.75439960369839],[-80.4295535501637,39.75439960369839]]]}"
